Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact
S01940,Ann Bailey,2013-04-28,Grade 5,+1-805-614-3905x64461
S01941,Rebecca Carrillo,2006-06-15,Grade 3,+1-733-872-5708
S01942,andrew kim,2014-02-15,Grade 4,847.711.7744x372
S01943,lisa mason,2009-02-10,Grade 2,001-766-391-8326
S01944,Justin Brown,2014-03-27,Grade 3,760.311.9417x194
S01945,Gloria Hull,2009-06-30,Grade 5,(731)311-4204x770
S01946,Christina Caldwell,2018-07-07,Grade 5,+1-539-922-8463x525
S01947,Kathleen Aguilar,2009-01-27,Grade 5,+1-674-510-9055x452
S01948,Sherry Huff,2014-02-26,Grade 1,(926)523-2879
S01949,Bruce Haley,2016-09-13,Grade 4,001-446-283-3320x1786
S01950,Timothy Malone,2014-02-03,Grade 4,256.718.2951x037
S01951,Mark Moody,2011-07-27,Grade 5,(315)846-2156
S01952,Kristin Green,2017-08-25,Grade 5,+1-341-939-5189x1739
S01953,Stacy Jones,2014-03-19,Grade 5,001-280-748-5552
S01954,Adam Larson,2007-08-27,Grade 5,493.672.3330x0605
S01955,mark sanders,03-01-2017,Grade 4,9463054682
S01956,Kathy Patterson,2011-09-02,Grade 2,001-596-778-3948x7626
S01957,Kimberly Knight,2011-03-01,Grade 2,(824)556-2950
S01958,Douglas Wilson,2012-10-16,Grade 2,8703152388
S01959,mark williams,2010-03-27,Grade 2,+1-773-432-5448x5941
S01960,Ashley Durham,2009-09-14,Grade 5,950-960-8074x768
S01961,Marie Cole,2016-11-27,Grade 5,(647)298-2463x719
S01962,Janice Brown,2011-03-12,Grade 1,2812214821
S01963,Victoria Wright,2010-01-12,Grade 3,+1-258-445-8955
S01964,Jennifer Pham,2007-08-11,Grade 3,273.820.8303x114
S01965,James Smith,2011-02-24,Grade 4,(904)642-4815x8702
S01966,Jamie Davis,2018-10-12,Grade 5,690.872.2815x45378
S01967,Matthew Ritter,10-21-2007,Grade 4,872-905-3312x2351
S01968,stephanie wright,05-25-2016,Grade 5,622.455.7850x11937
S01969,Michael Johnson,2007-04-05,Grade 4,(778)583-6250x6588
S01970,Miranda Parsons,2009-01-23,Grade 4,487-907-8924x678
S01971,tracy gray,2011-04-24,Grade 4,001-212-981-7608x116
S01972,Tracy Holloway,2018-09-09,Grade 2,840.574.1425x325
S01973,Justin Diaz,12-12-2016,Grade 5,(267)927-4862
S01974,amanda williams,2012-03-25,Grade 3,453.978.2349
S01975,Kathryn Baker,2010-07-12,Grade 3,614-432-3754
S01976,Christina Lane,2011-05-06,Grade 4,001-506-317-7318x9593
S01977,Haley Koch,2010-02-15,Grade 1,+1-970-704-4085x91751
S01978,Crystal Newton,2012-07-29,Grade 3,683-713-8380x970
S01979,Benjamin Vasquez,2018-12-18,Grade 2,990.216.1612
S01980,dawn freeman,2015-01-26,Grade 2,+1-681-800-8554
S01981,Brittany Ballard,06-12-2013,Grade 4,(887)786-4245
S01982,Matthew Henson,2017-02-24,Grade 5,838-707-6329x2964
S01983,Richard Chambers,2008-06-17,Grade 3,001-567-959-2864x2534
S01984,Albert Townsend,2009-03-21,Grade 4,5574492480
S01985,Robert Hayes,2016-05-31,Grade 4,8584955685
S01986,rhonda wallace,2017-06-30,Grade 3,630.900.4106x4830
S01987,Virginia Miller,2014-08-23,Grade 2,001-975-521-2484
S01988,Matthew Davis,2011-03-29,Grade 2,932.763.4030
S01989,Allison Edwards,2016-08-02,Grade 3,(965)649-9928
S01990,Ashley Bradley,2018-01-03,Grade 4,001-830-437-4696x290
S01991,Dawn Fitzgerald,2014-03-24,Grade 1,001-344-874-8951x02648
S01992,Joseph Knight,2013-09-06,Grade 5,864.488.0639x2377
S01993,Joshua Murray,06-13-2012,Grade 2,268.685.7790x20682
S01994,Robert Vazquez,2006-12-04,Grade 1,311-303-0138x48011
S01995,Morgan Morgan,2015-01-16,Grade 2,457-930-3499x035
S01996,Madison Robinson,10-20-2008,Grade 1,792-584-1350x0468
S01997,Mark Sutton,04-25-2008,Grade 2,001-954-404-4447
S01998,Jennifer Soto,2010-05-18,Grade 1,+1-392-254-0386x298
S01999,Charles Summers,2009-07-05,Grade 2,(568)958-0554
S02000,Zachary Meza,2009-05-10,Grade 3,808-560-8267x985
S02001,Brian Moore,2015-08-09,Grade 3,398.661.8313x0696
S02002,Sean Mayer,2008-12-20,Grade 2,9464750899
S02003,Ryan Mendez,2010-11-29,Grade 5,001-851-991-6452x442
S02004,michael bernard,2009-02-02,Grade 2,(558)206-2119x607
S02005,Jody Walton,2012-12-01,Grade 5,+1-264-311-5606x9128
S02006,Cynthia Rogers,2012-08-28,Grade 2,(434)529-7117x62592
S02007,Alexander Crosby PhD,2010-01-15,Grade 5,
S02008,Michael Warren,2011-10-31,Grade 4,001-477-382-1082x359
S02009,Larry Park,2013-04-12,Grade 4,001-469-516-2072x92767
S02010,Lisa Nelson,2009-11-03,Grade 3,(635)506-2150
S02011,Logan Johnson,2016-07-26,Grade 5,+1-455-871-9917x9434
S02012,Kim Sanchez,2014-06-18,Grade 1,242.411.9782x499
S02013,joseph stanley,2016-09-13,Grade 4,+1-666-818-1474
S02014,Chase Murray,2008-02-26,Grade 1,+1-797-525-1595
S02015,Natalie Lee,2012-08-11,Grade 3,6977984873
S02016,Paul Mayer,2016-09-07,Grade 2,268-320-8414x50746
S02017,Juan Schmidt,2018-03-31,Grade 5,837.632.7102
S02018,Allison Cole,2018-03-31,Grade 1,424.973.5248
S02019,Savannah Keller,2014-11-03,Grade 1,939.998.2344x2786
S02020,Brian Stevens,2017-06-22,Grade 4,+1-697-220-9685x6800
S02021,Julia Perkins,2009-02-23,Grade 5,+1-383-360-4973x622
S02022,Scott Griffin,2018-07-31,Grade 5,(697)669-4016
S02023,Kenneth Fowler,2009-11-08,Grade 2,7577518085
S02024,Vickie Wallace,11-26-2009,Grade 5,5199001799
S02025,Dillon Boyer,2014-03-16,Grade 2,759.483.4016
S02026,Jeremiah Kennedy,2006-06-16,Grade 3,
S02027,Kerry Stanton,2017-01-05,Grade 1,510.667.6067
S02028,Timothy Gomez,2007-04-17,Grade 2,6325135528
S02029,Benjamin Potter,2008-07-02,Grade 2,878.934.5815
S02030,Terrence Castro,2007-07-17,Grade 1,+1-497-716-9086x176
S02031,Brian Soto,04-06-2007,Grade 1,969-320-7619
S02032,Jerome Lambert,06-18-2013,Grade 1,539.201.2285
S02033,Timothy Wilson,01-01-2010,Grade 5,
S02034,kyle harris,2013-10-02,Grade 3,001-332-580-8757x559
S02035,Leslie Hess,2013-02-15,Grade 2,+1-280-703-5368
S02036,Shane Ramsey,2019-01-03,Grade 1,001-541-573-2271x858
S02037,Justin Webb,2014-01-04,Grade 2,+1-362-674-7177
S02038,Mike Sandoval,2014-07-18,Grade 3,+1-302-854-3995x9388
S02039,Dawn Scott,2016-10-23,Grade 3,
S02040,James Gardner,2009-08-23,Grade 5,001-987-355-8320x953
S02041,James Martin,02-28-2011,Grade 4,6074901893
S02042,John Lopez,2009-01-12,Grade 1,327.984.0119x4203
S02043,Douglas Farrell,2010-01-13,Grade 2,+1-527-962-2233
S02044,Angela Henry,06-03-2012,Grade 1,336.214.3584x1769
S02045,Joseph Garcia,2008-01-18,Grade 2,(792)518-4636
S02046,Linda Melton,2011-12-28,Grade 5,
S02047,Terry Hendricks,08-10-2018,Grade 5,(348)310-8478
S02048,Gabrielle Lynch,2015-08-10,Grade 3,+1-490-311-6719x144
S02049,Brandon Berry,2016-02-24,Grade 4,(584)449-1080x1200
S02050,William Carter,2016-08-15,Grade 3,431.528.3903x107
S02051,Ann Sanchez,2012-01-10,Grade 1,001-501-705-2871x90252
S02052,mathew estrada,2015-06-26,Grade 1,+1-544-814-9223x42753
S02053,Ryan Gonzalez,2007-03-08,Grade 2,481.679.0531x14417
S02054,brady woods,2013-06-30,Grade 3,6685264693
S02055,Aimee Martinez,2012-10-14,Grade 4,+1-792-934-9992x82949
S02056,Lori Bowers,2007-12-12,Grade 4,943.559.2388x9806
S02057,Timothy Douglas,2007-12-23,Grade 5,696-741-5584x0912
S02058,Cheryl Bradley,2011-08-29,Grade 2,945.642.0068x201
S02059,William Walker,2017-03-09,Grade 2,+1-716-523-9079x79314
S02060,Seth Brown,2013-10-14,Grade 3,
S02061,Nicole Sanchez,2006-09-18,Grade 3,+1-248-930-6213x97612
S02062,Susan Pratt PhD,2015-04-27,Grade 5,+1-245-791-3258x73062
S02063,Kimberly Jensen,2008-09-02,Grade 4,001-592-822-6720
S02064,Jasmine Sellers,2013-05-08,Grade 1,001-503-370-6739x717
S02065,Michael Ford,2018-10-22,Grade 1,599.833.6689
S02066,Lauren Reeves,2014-04-13,Grade 3,(402)406-0959
S02067,Erik Schultz,2016-02-16,Grade 2,001-954-242-1510x1309
S02068,John Patel,2009-01-24,Grade 3,(202)534-3806
S02069,Meagan Williams,2008-08-07,Grade 5,6684666519
S02070,William Russell,2015-09-20,Grade 3,001-919-575-2002x74352
S02071,Becky Brown,09-07-2014,Grade 1,001-263-533-0932x69961
S02072,Julie Flores,04-08-2009,Grade 2,+1-417-342-4388
S02073,Clinton Douglas,2012-06-19,Grade 2,(369)846-4565
S02074,Laura James,2017-01-13,Grade 3,210-506-0701x7442
S02075,Brendan Hamilton,2006-06-06,Grade 1,782-682-0512x008
S02076,Mary Smith,2013-11-19,Grade 3,001-871-458-6710x069
S02077,Laura Fernandez,2009-04-12,Grade 2,2767244468
S02078,Robert Rodriguez,2012-01-18,Grade 5,(921)521-5272
S02079,Norman Adams,2011-09-14,Grade 5,+1-739-353-8664x4832
S02080,Richard Kennedy,2014-07-08,Grade 4,001-730-488-4972x3729
S02081,dennis dawson,2007-07-25,Grade 1,203.725.7919x37575
S02082,Leah Johnson,2016-09-03,Grade 2,+1-705-593-9948
S02083,Samuel Costa,2017-07-12,Grade 2,7554899096
S02084,jodi costa,2017-07-30,Grade 3,+1-203-777-7905
S02085,Jessica Padilla,2008-10-24,Grade 1,768-649-3826x7569
S02086,Kimberly Scott,2006-06-01,Grade 4,9393305972
S02087,Robert Wood,2014-07-09,Grade 4,341-200-8838
S02088,Jacqueline Taylor,10-04-2017,Grade 4,499-784-0886x74668
S02089,Megan Lopez,2009-02-23,Grade 4,+1-701-652-3387x9660
S02090,Jennifer Sloan,2007-04-01,Grade 3,
S02091,Lauren Moore,2013-07-19,Grade 1,001-716-938-1478
S02092,Casey Sanchez,2010-05-15,Grade 3,001-426-434-0661x143
S02093,Jeanette Johnson,2010-03-28,Grade 1,+1-266-623-7456x605
S02094,Jennifer Conley,2013-05-26,Grade 4,(859)904-4100x581
S02095,Derrick Williams,2019-02-15,Grade 1,(832)597-8603
S02096,Mary Shepherd,2018-06-16,Grade 4,822-303-0316x172
S02097,Sarah Acosta,2008-07-25,Grade 3,+1-724-701-8655
S02098,Candace Donovan,2012-08-22,Grade 2,394.408.1182x099
S02099,Donna Lee,10-19-2012,Grade 2,9886841209
S02100,Stacey Leon,2009-10-19,Grade 2,(562)548-6213x911
S02101,Shawn Olson,2007-01-27,Grade 5,963.952.4600
S02102,Kelly Hernandez,2012-06-26,Grade 3,(440)945-0751x4344
S02103,Jacob Brooks,2008-12-07,Grade 5,001-449-452-0287x127
S02104,Joshua Ewing,2012-06-01,Grade 1,+1-368-901-0271x218
S02105,Jacob Garcia,2008-08-10,Grade 1,+1-234-303-0951x28460
S02106,Brandy Saunders,01-21-2016,Grade 1,+1-995-885-3638
S02107,Karen Reyes,2006-03-25,Grade 4,+1-664-545-3936x25252
S02108,Gregory Huerta,2012-08-06,Grade 3,285.559.1041x80960
S02109,Brian Sosa,2010-03-05,Grade 3,
S02110,kristie jimenez,2013-01-08,Grade 3,881-560-2450x7383
S02111,Brian Williams,2011-10-26,Grade 3,(667)658-2220x4620
S02112,Marissa Johnson,2011-01-21,Grade 5,635.589.0756
S02113,jacob hernandez,2017-06-21,Grade 3,428-555-7368
S02114,Tommy Miller,2013-11-19,Grade 3,9057144817
S02115,steven arellano,2017-01-23,Grade 2,(687)939-8328
S02116,Cole Day,2012-12-15,Grade 1,(606)789-1671x6482
S02117,Bailey Guzman,2016-01-09,Grade 4,
S02118,Jason Scott,2015-10-08,Grade 3,(688)675-4670x14048
S02119,Dr. Anne Bowen,2008-04-09,Grade 2,683.388.0979
S02120,Donald Anderson,2008-01-21,Grade 2,617.902.1769x15131
S02121,John Reynolds,2013-07-20,Grade 4,
S02122,Steven Anderson,2019-01-19,Grade 5,001-708-684-7122x366
S02123,Charles Johnson,2006-08-21,Grade 5,001-498-210-4925x40585
S02124,John Martinez,2016-02-13,Grade 1,482.782.6540x7737
S02125,Robin Coleman,2017-04-05,Grade 4,+1-841-322-3113x4760
S02126,Jordan Davis,2007-05-11,Grade 3,597.595.8862x172
S02127,Seth Arellano,2011-09-22,Grade 1,
S02128,Jerry Buchanan,2017-06-05,Grade 4,(935)616-7253x25316
S02129,Charlene Suarez,2009-10-26,Grade 2,(227)499-1838
S02130,Joseph Allison,2011-01-24,Grade 2,250-928-2486x477
S02131,Larry Molina,04-20-2011,Grade 3,(543)924-3450
S02132,Kimberly Turner,2009-12-06,Grade 2,(697)615-3454x0023
S02133,Elizabeth Bowman MD,2011-12-15,Grade 3,732.698.5450
S02134,Vickie Mclaughlin DDS,2012-04-12,Grade 4,+1-405-993-1835x586
S02135,Kevin Powers,2017-12-06,Grade 5,+1-467-392-4405x392
S02136,jane barnes,2007-11-17,Grade 1,(985)789-7712
S02137,Timothy Ramos,2006-08-02,Grade 4,814.359.7504x208
S02138,Marvin Stewart,2018-01-15,Grade 1,(697)497-5272
S02139,Alicia Underwood,2010-09-28,Grade 5,(759)413-7353
S02140,laurie taylor,2015-09-05,Grade 2,(657)376-7243x547
S02141,joshua black,2012-01-13,Grade 2,338-924-0871x9472
S02142,Dawn Pearson,09-21-2013,Grade 4,555.376.1935x17626
S02143,Anita Murphy,2013-04-20,Grade 1,+1-420-526-7959x2283
S02144,Dr. Daniel Peck,2011-10-19,Grade 4,706.861.3314x97549
S02145,Aaron Jackson,2008-04-03,Grade 2,709.500.8340
S02146,Curtis Marsh,2009-03-07,Grade 5,001-923-537-9350x7856
S02147,Ricky Davis,2017-05-30,Grade 1,900-246-9927x62001
S02148,Julia Huber,2011-06-19,Grade 4,240.419.4487
S02149,James Davila,2010-12-11,Grade 5,313-400-6469
S02150,Logan Foster,2013-05-26,Grade 4,379.521.4526x5381
S02151,Amy Williamson,2013-11-20,Grade 2,211.963.2718
S02152,George Clark,04-27-2007,Grade 4,+1-262-905-0602x916
S02153,Erika Haley,2015-10-02,Grade 1,+1-407-352-6062x90013
S02154,Joseph Dawson,2017-09-20,Grade 4,(721)690-4548
S02155,Katrina Hopkins,2013-03-10,Grade 2,001-838-556-7784x622
S02156,Robert Jones,2008-07-14,Grade 4,(275)970-8568
S02157,Kyle Lee,2014-05-26,Grade 1,001-229-345-4181x42152
S02158,Justin Wood,2007-10-20,Grade 4,4869029386
S02159,Holly Stewart,2015-04-22,Grade 1,(427)334-1619x5568
S02160,jennifer gould,2012-09-24,Grade 3,(600)867-0953x0268
S02161,Catherine Perez,2015-10-04,Grade 2,+1-896-758-5520x29219
S02162,Nathan Moreno,2007-03-01,Grade 4,(375)251-9906x91195
S02163,Kristen Salinas,2013-04-02,Grade 4,416.898.7192
S02164,Dennis Becker,2011-08-05,Grade 5,(700)226-9799x1623
S02165,Gregory Pierce,2015-01-15,Grade 1,766-315-2715
S02166,Tyler Hayes,2012-09-17,Grade 1,221.613.1831x13618
S02167,Michelle Miller PhD,2010-05-25,Grade 5,(550)297-2037x40405
S02168,Anthony Knox,2009-10-16,Grade 3,001-406-302-1798x807
S02169,Benjamin Smith,2008-05-28,Grade 2,001-247-727-0884
S02170,joseph roberts,2018-04-12,Grade 3,838.691.1002
S02171,david brown,2010-12-09,Grade 3,+1-535-623-3041x900
S02172,Raymond Thomas,2018-12-29,Grade 2,734-565-9640
S02173,Karen Casey,2010-01-23,Grade 4,764.349.2253x41480
S02174,Donna King,2015-09-03,Grade 5,923-916-0264
S02175,Brandon Hernandez,2011-03-25,Grade 4,326.635.8118x3186
S02176,Megan Walters,2007-07-08,Grade 4,964.532.8354x570
S02177,Casey West,2010-11-14,Grade 2,
S02178,Matthew Hernandez,2015-07-24,Grade 1,891.703.8222x5934
S02179,Victor Rodriguez,2008-08-31,Grade 4,915.429.4915x471
S02180,Michelle Brock,2017-10-14,Grade 3,+1-299-279-5427
S02181,Amanda Mendoza,2012-11-21,Grade 4,238-471-3130
S02182,Robert Carson Jr.,2011-09-23,Grade 2,631-219-7561
S02183,Jacqueline Ramirez,2019-02-28,Grade 3,001-748-209-6766x850
S02184,Nicole House,2010-05-23,Grade 5,(765)889-2225x0947
S02185,Krista Smith,10-14-2012,Grade 4,717-787-1696x28150
S02186,Emily Lyons,2007-03-20,Grade 2,001-743-344-7235x9343
S02187,angela morgan,2008-12-31,Grade 5,860.800.1412
S02188,Kimberly Fischer,2010-09-08,Grade 4,759.468.1184x40767
S02189,James Brewer,2006-05-21,Grade 3,
S02190,Javier Wang,2014-12-13,Grade 5,+1-578-482-9724x4752
S02191,Mark Sanchez,2008-03-03,Grade 5,934-661-0976x145
S02192,Dylan Guzman,2009-10-03,Grade 1,001-538-547-3575x7814
S02193,Amber Thomas,2008-06-23,Grade 2,673.529.6079x294
S02194,Wendy Henson,2013-12-06,Grade 3,2568756817
S02195,Laura Chapman,2014-11-19,Grade 2,601-706-1580
S02196,Ashley Garrison,2010-10-27,Grade 3,+1-903-201-3791x608
S02197,Laura Mitchell,2014-04-11,Grade 1,674.535.2038
S02198,Anthony Smith,2015-06-30,Grade 3,(784)435-9664x6535
S02199,Christine Ross,2010-01-02,Grade 4,001-685-882-1164
S02200,Joseph Valencia,2018-03-03,Grade 3,(337)501-0102x984
S02201,Ashley Wiggins,2016-10-28,Grade 4,7853827070
S02202,Laura Cole,2015-01-19,Grade 5,+1-278-679-1797x9123
S02203,Jennifer Allen,2013-10-16,Grade 4,910-441-1141x13081
S02204,ashley christian,09-22-2008,Grade 4,231-221-1818x580
S02205,sylvia williams,04-02-2014,Grade 1,430.863.0016
S02206,Kathryn Hopkins,2016-08-24,Grade 3,(609)564-0262x8756
S02207,Cindy Davis,2013-03-29,Grade 4,
S02208,Darlene Kim,2018-09-18,Grade 2,(201)670-0292
S02209,cynthia martinez,2010-04-02,Grade 4,3125889008
S02210,Nicole Morales,2006-11-22,Grade 2,(738)822-8187
S02211,Melanie Rios,2007-03-05,Grade 2,
S02212,Christopher Guerrero,2017-07-06,Grade 3,(282)396-9105x9711
S02213,Janice Lee,03-27-2008,Grade 1,+1-448-883-0442x48878
S02214,Misty Sanchez,2016-10-12,Grade 4,001-479-616-9396
S02215,nathan montgomery,2013-04-18,Grade 3,929-882-1319x9744
S02216,Alexander Hayes,2017-10-20,Grade 1,+1-972-785-4077x9604
S02217,Tracey Martin,2013-07-06,Grade 5,434-278-3725
S02218,thomas hernandez,2019-01-31,Grade 4,659.261.3655x241
S02219,Jason Gay,11-25-2018,Grade 4,(703)881-0524
S02220,Brian Cook,2010-01-01,Grade 2,001-741-666-5575x04637
S02221,James Fuller,2012-03-29,Grade 3,001-356-531-1175x7269
S02222,Kevin Price,2015-07-21,Grade 1,208.241.7430
S02223,Samantha Shaw,2007-12-13,Grade 5,952-755-3665x010
S02224,kyle york,2012-09-13,Grade 5,603.458.4948x541
S02225,Andrew Fuller,2009-09-22,Grade 3,330-611-7261x69029
S02226,Ashley Mitchell,2009-05-31,Grade 1,
S02227,Jeffrey Dalton,2012-04-29,Grade 2,775-261-2685
S02228,Kyle Scott,2009-07-23,Grade 3,+1-847-730-5990x981
S02229,Jackson Collier,2006-08-07,Grade 3,(856)265-6971
S02230,Olivia Thomas,2009-01-28,Grade 3,+1-508-922-3594x59324
S02231,Mrs. Jamie Farrell,2011-02-23,Grade 4,001-222-601-8168x187
S02232,Debra Washington,2007-09-20,Grade 3,(460)785-6267
S02233,Alyssa Wong,2016-05-20,Grade 3,(215)604-0295
S02234,Megan Richardson,2009-09-05,Grade 2,(387)216-2490
S02235,Gary Kelly,2013-04-13,Grade 4,760-567-9008x645
S02236,Ms. Cassandra Fitzpatrick,2013-10-28,Grade 1,(393)600-6218x011
S02237,Sonia Thomas,07-20-2008,Grade 2,(374)822-1773x38740
S02238,Erica Levy,2015-08-30,Grade 3,466-619-4223x863
S02239,David Hall,2017-04-17,Grade 2,800.422.6244
S02240,Tammy Adams,2010-02-05,Grade 5,590-637-5629
S02241,Lori Stewart,08-18-2013,Grade 3,+1-911-421-3142x083
S02242,Bryan Richards,2009-05-03,Grade 2,797-582-9257
S02243,Jennifer Oconnor,2015-05-15,Grade 3,883.511.3052x602
S02244,Mr. Bob Elliott,2009-09-02,Grade 2,362.666.9297x2949
S02245,Jennifer Charles,2012-01-26,Grade 3,(583)923-4518x3862
S02246,Julie Parker,2014-08-26,Grade 2,001-834-659-6356
S02247,Gerald Baker,2006-11-24,Grade 2,363.912.3573
S02248,Denise Warren,2014-09-16,Grade 4,+1-685-747-5485x0261
S02249,Thomas Washington,2017-08-31,Grade 5,(849)807-5342x5887
S02250,Amy Berry,2011-12-21,Grade 1,(829)971-3717
S02251,Mary Murray,2008-05-18,Grade 4,
S02252,Wendy Kramer,2011-06-18,Grade 1,001-303-907-1674x229
S02253,Emma Brown,2007-10-26,Grade 1,(526)709-8714x8763
S02254,Patricia Gonzalez,2014-06-28,Grade 2,858-237-4010x962
S02255,Kyle Moreno,2012-11-11,Grade 4,+1-809-598-1785x332
S02256,Diane Brown,2016-03-25,Grade 4,(827)878-8707
S02257,eric taylor,2011-07-15,Grade 5,001-330-612-3347x258
S02258,Hannah Garza,2012-02-23,Grade 5,(427)229-2303x14108
S02259,Anna Skinner,2012-02-09,Grade 5,495.925.6476x99477
S02260,carolyn delacruz,2017-11-29,Grade 5,397.914.7015x74199
S02261,Sabrina Rocha,2010-06-09,Grade 5,771.850.9110x7194
S02262,Raymond Williams,2016-06-08,Grade 3,637.904.3027
S02263,Danielle Brown,2006-03-30,Grade 5,(236)895-6358
S02264,James Barnes,2006-10-20,Grade 2,+1-624-525-6157
S02265,Nicole Hubbard,2012-01-24,Grade 3,6015139916
S02266,Tracy Jones,2014-06-08,Grade 5,001-862-732-5918x69418
S02267,Hailey Wilson,2018-09-23,Grade 4,427-798-6029x592
S02268,Angela Hartman,2010-01-05,Grade 3,766-674-2667
S02269,Michael Chavez,2013-05-07,Grade 5,337-235-5029
S02270,Jennifer Jones,2009-12-20,Grade 1,001-840-727-8166x9914
S02271,Makayla Jones,04-02-2012,Grade 1,001-932-982-9333x05753
S02272,Taylor Long,2012-05-22,Grade 5,242.630.8909x58023
S02273,Mandy Petersen,2013-02-11,Grade 2,+1-896-508-6226x45540
S02274,Laura Hanna,2016-06-23,Grade 1,+1-243-716-0891x11855
S02275,Ryan Reynolds,2019-02-22,Grade 2,+1-259-977-5715x19675
S02276,Matthew Delacruz,10-10-2012,Grade 1,+1-972-225-9351
S02277,Kristen Smith,2008-07-04,Grade 3,935-573-3305x17797
S02278,Joy Bentley,2015-07-07,Grade 4,001-813-320-2845x03003
S02279,Austin Collins,06-26-2006,Grade 2,001-631-600-3520x841
S02280,Barbara Campbell,2007-03-03,Grade 3,(564)654-7546
S02281,Rodney Mcgee,2013-08-18,Grade 5,695.906.3887x689
S02282,Teresa Harmon,2015-07-14,Grade 5,001-628-920-8110x5985
S02283,Scott Smith PhD,2014-08-22,Grade 5,898-919-0186
S02284,Luis Brown III,2008-12-12,Grade 5,207.959.5148x912
S02285,Judy Marquez,2010-01-09,Grade 2,(399)368-8730
S02286,Krystal Davis,2014-05-09,Grade 5,
S02287,Jeffrey Greene,2017-04-27,Grade 2,300-909-9215x8711
S02288,Sarah Sampson,2008-07-28,Grade 5,894-502-8119x13269
S02289,sandy davenport,06-10-2007,Grade 3,+1-604-232-4079x11162
S02290,Samantha Manning,2010-02-16,Grade 5,+1-691-734-0708x789
S02291,vickie woodward,2018-09-06,Grade 1,906.428.1563
S02292,Jason Chandler,2006-09-28,Grade 4,+1-760-858-0493x0290
S02293,Daniel Parks,2014-11-05,Grade 4,001-348-785-3774x7881
S02294,Eric Shepherd,2008-09-10,Grade 2,001-703-965-7484x047
S02295,Rachel Todd,2008-10-02,Grade 3,+1-234-693-8549
S02296,Taylor Diaz,2016-10-20,Grade 5,
S02297,Jerry Richardson,2010-02-24,Grade 5,001-382-774-8285x4794
S02298,lauren green,2007-03-05,Grade 5,924.521.5885
S02299,Gina Ortiz,2007-09-17,Grade 1,001-857-230-1797
S02300,Emily Lucas,02-28-2019,Grade 5,552-405-2753x018
S02301,Mckenzie Norton,2007-09-07,Grade 3,804.716.7594
S02302,Pamela Dennis,04-15-2016,Grade 4,675.594.2870x4751
S02303,Nathan Taylor,2008-08-27,Grade 4,001-744-507-4952x9115
S02304,John Myers,2006-06-10,Grade 3,+1-835-417-8140
S02305,Heather Miller,2007-01-21,Grade 4,468.432.1544x4543
S02306,Jennifer Martinez,2007-08-27,Grade 4,429-928-4349
S02307,Katherine Daniels,02-24-2016,Grade 3,422-393-3391x37249
S02308,Bethany Andrews,2011-07-28,Grade 2,(839)363-5458x982
S02309,Nancy Johnson,05-21-2016,Grade 1,282.593.2567
S02310,Dennis Obrien,2014-02-22,Grade 2,
S02311,Alan Thomas,2017-05-20,Grade 5,001-346-331-0917
S02312,andrew williams,2011-01-18,Grade 3,916.611.7364x96395
S02313,Morgan Dickerson DVM,10-19-2016,Grade 1,321-569-7055
S02314,Nicholas Mccullough,2007-06-23,Grade 1,001-854-624-6595
S02315,linda mcguire,2011-10-26,Grade 2,(652)676-1668x6473
S02316,Carolyn Day,11-16-2018,Grade 5,001-263-853-9116x40535
S02317,Katherine Ford,2011-10-13,Grade 3,+1-980-924-7215x971
S02318,Tracy Hernandez,01-27-2007,Grade 1,415-855-7149x7978
S02319,Ralph Jones,2010-05-11,Grade 5,(415)933-4557
S02320,Frances Parker,2013-08-04,Grade 4,+1-291-659-3482
S02321,james diaz,2018-11-16,Grade 3,894-628-6055x452
S02322,Laurie Brown,2018-01-16,Grade 5,490-345-9220
S02323,Laurie Dunn,2017-06-15,Grade 4,4698293459
S02324,Lauren Ward,10-06-2007,Grade 5,(278)819-9753x4344
S02325,Nathan Peterson,12-02-2016,Grade 1,759.622.0100
